Q1,Q4_1,Q4_2,Q4_3,Q4_4,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15
1,22.369,97.867,98.557,16,7,7,6,6,7,7,7,7,7,6,7,6,7,7,7
1,3.115,37.796,39.591,17,7,6,5,7,5,6,7,3,6,6,7,4,6,4,7
1,1.475,11.247,12.059,39,4,4,3,5,3,5,3,4,4,5,6,2,5,3,7
1,10.767,53.739,54.43,18,5,6,5,6,4,5,5,5,5,6,5,6,5,5,7
1,2.947,35.755,36.869,15,5,5,4,1,4,6,6,6,5,4,6,7,1,5,7
1,3.783,43.064,43.076,37,6,6,5,6,7,6,6,7,5,5,5,5,6,6,7
1,4.179,31.875,34.062,20,6,7,7,5,7,7,7,7,6,7,7,7,5,6,7
1,5.829,43.632,45.061,16,6,3,5,5,6,6,5,7,5,6,3,2,4,3,7
1,3.152,61.698,62.782,19,3,6,4,4,7,6,3,6,6,5,5,4,5,6,7
1,3.094,42.191,42.866,22,3,2,5,2,2,5,5,2,4,5,4,4,2,3,7
1,3.35,27.689,29.417,19,6,5,5,5,6,6,6,6,6,5,6,6,6,6,7
1,3.727,34.911,37.295,16,6,6,7,7,7,7,7,7,6,6,6,7,7,6,7
1,1.624,47.089,47.958,17,5,5,6,4,7,3,2,4,6,7,4,6,7,6,7
1,5.262,30.485,30.932,17,7,6,6,6,5,7,6,5,7,5,6,6,7,7,7
1,3.513,42.911,46.649,26,5,6,6,6,5,6,6,6,5,5,6,6,6,6,7
1,9.075,45.67,47.26,17,6,6,6,6,6,6,5,5,6,6,5,5,7,6,7
1,42.641,73.178,74.823,15,5,3,3,4,5,5,6,4,5,5,4,6,3,5,7
1,4.569,57.062,64.296,16,5,5,4,6,6,7,7,6,6,5,6,5,5,6,7
1,16.081,58.332,59.774,17,6,6,5,4,3,5,3,4,5,6,4,4,2,5,7
1,35.633,35.633,35.673,1,7,7,6,7,7,7,7,7,3,5,7,7,5,7,7
1,5.734,12.072,13.372,16,5,5,5,4,5,5,6,5,4,6,4,5,4,4,7
1,4.979,35.935,37.277,17,7,6,5,5,6,7,5,5,6,7,5,6,6,6,7
1,4.566,52.262,54.274,17,6,6,5,7,6,6,6,6,6,5,7,6,6,6,7
1,45.498,103.624,104.274,21,6,7,5,7,6,6,5,7,6,5,6,2,6,5,7
1,1.469,117.265,117.816,37,7,3,3,7,3,7,7,7,7,6,7,7,7,7,7
1,6.063,6.063,11.081,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7
1,6.001,93.704,94.568,22,6,6,7,7,6,6,3,5,7,7,5,7,7,6,7
1,9.879,50.52,51.565,16,6,5,6,6,6,5,5,5,6,6,5,6,6,5,7
1,10.585,47.877,48.718,17,5,6,3,4,5,5,4,7,5,5,3,3,5,5,7
1,25.342,70.359,71.336,17,5,5,3,3,6,5,7,2,7,7,5,7,5,6,7
1,6.051,49.552,50.563,16,5,3,4,3,3,4,5,5,5,3,4,5,2,4,7
1,5.455,16.253,16.976,17,5,5,6,5,5,5,5,5,6,5,6,6,5,5,7
1,5.623,53.796,55.035,19,5,5,2,4,3,6,6,2,3,6,5,4,6,5,7
1,10.877,141.353,142.705,23,5,4,4,4,5,4,4,5,4,4,4,5,5,4,7
1,10.385,61.929,62.78,17,6,6,5,7,6,6,5,5,7,7,6,7,6,6,7
1,18.704,77.471,78.74,15,5,6,6,6,5,5,6,6,6,6,7,6,6,6,7
1,3.908,10.795,13.917,16,2,4,1,3,7,5,2,1,6,5,3,2,2,3,4
1,3.762,63.225,66.329,16,6,6,5,6,5,6,5,4,6,6,6,6,5,5,7
1,4.427,55.275,55.816,21,7,7,5,6,5,7,7,4,7,7,6,5,6,7,7
1,3.899,38.216,43.089,17,3,5,2,3,2,5,3,6,6,5,4,4,4,3,7
1,2.745,64.024,68.973,17,4,4,5,4,4,4,4,5,5,5,4,4,5,4,7
1,15.346,79.369,80.492,17,7,7,7,7,7,6,7,7,7,7,7,7,7,6,7
1,11.303,77.391,78.853,15,6,5,6,5,7,7,6,6,5,5,5,7,4,6,7
1,5.054,15.06,16.121,15,6,6,6,6,6,7,6,6,6,6,6,7,6,6,7
1,9.499,67.466,68.111,16,6,6,5,5,5,6,6,4,5,6,6,6,6,5,7
1,14.949,81.798,83.94,16,6,7,7,6,6,7,6,7,6,6,6,7,6,5,7
1,5.542,23.095,23.602,21,5,5,6,4,4,5,6,5,5,6,6,6,7,5,7
1,12.707,62.281,63.63,15,7,7,6,7,7,7,7,6,6,7,7,7,7,7,7
1,8.623,81.863,83.749,25,7,3,7,7,6,7,7,7,6,7,6,7,4,7,7
1,4.238,50.114,53.122,20,7,7,3,7,5,6,7,6,6,6,7,7,6,6,7
1,4.597,28.767,29.731,17,6,5,4,6,6,6,6,6,6,5,6,6,6,5,7
1,3.392,12.996,13.755,16,3,2,4,5,3,2,7,6,4,4,2,2,3,4,3
1,5.333,37.302,37.876,16,7,7,6,6,5,6,7,5,7,7,6,6,7,6,7
1,11.541,71.643,72.437,28,2,3,3,4,5,2,4,3,6,6,3,4,3,2,7
1,10.824,59.238,60.486,17,6,5,5,6,6,5,5,7,6,6,6,6,6,6,7
1,0,0,32.524,0,6,5,6,6,6,5,6,4,7,5,5,6,6,6,7
1,8.763,21.458,23.518,18,5,5,6,6,5,5,4,6,6,5,4,5,6,5,7
1,9.821,56.458,57.582,15,5,5,5,5,5,6,6,5,5,5,5,6,3,5,7
1,1.929,56.454,62.44,33,4,4,4,4,4,5,4,4,4,4,4,4,4,4,1
1,6.955,56.842,57.704,40,6,5,4,7,4,5,4,5,4,4,5,5,5,5,7
1,7.411,49.232,49.98,15,7,7,7,7,5,7,7,6,5,7,7,7,7,7,7
1,5.516,42.265,44.126,16,7,1,7,7,7,5,7,4,7,7,1,7,1,7,7
1,4.263,39.881,40.975,16,7,7,5,6,7,7,7,7,7,6,7,7,7,6,7
1,4.38,23.651,24.274,16,6,5,4,5,6,6,6,6,5,5,5,5,6,6,7
1,5.71,67.6,68.452,22,7,5,6,5,6,5,6,3,6,7,2,6,7,5,7
1,4.331,23.025,23.619,17,5,6,5,5,4,5,5,7,6,7,3,5,4,4,7
1,91.764,141.017,142.041,17,6,7,7,6,6,6,6,7,6,7,7,6,7,6,7
1,7.279,54.258,55.336,15,7,7,6,7,5,7,7,7,7,5,7,7,7,6,7
1,14.22,66.225,67.897,15,6,3,7,4,5,3,5,3,6,6,4,5,4,5,7
1,6.853,61.161,62.458,51,6,7,3,7,5,6,6,2,5,6,5,7,7,6,7
1,2.337,17.455,18.285,15,7,7,5,6,7,7,7,7,7,4,7,7,6,7,7
1,13.269,52.951,53.316,20,5,3,6,5,5,5,6,4,5,5,5,6,6,6,7
1,4.629,62.962,63.752,61,6,3,5,4,6,5,6,5,5,6,6,6,6,6,7
1,3.393,44.471,45.869,15,5,4,5,4,4,6,6,4,6,6,4,6,6,5,7
1,10.632,90.11,91.964,16,7,5,4,5,6,7,6,7,6,7,5,7,4,6,7
1,7.929,32.283,32.792,46,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,8.861,52.084,53.136,17,6,6,5,7,2,7,6,6,7,7,6,6,7,7,7
1,5.217,43.859,44.731,17,6,4,5,6,5,5,5,5,5,5,5,5,4,6,7
1,6.076,74.195,75.087,31,6,6,4,6,5,6,5,5,5,4,5,6,5,5,7
1,2.357,25.557,25.976,59,5,4,5,2,3,4,3,3,5,4,2,4,5,5,7
1,26.211,128.559,129.497,22,4,6,5,6,5,3,5,5,4,3,5,5,5,6,7
1,10.7,43.534,44.141,20,5,3,3,4,3,5,5,3,6,6,5,5,6,5,7
1,5.284,67.65,68.877,40,6,7,6,6,3,6,6,6,6,6,5,7,6,6,7
1,12.676,57.878,58.736,16,5,5,6,4,3,5,5,3,2,6,6,5,5,5,7
1,11.435,71.875,73.206,15,7,7,7,7,6,7,7,7,6,6,6,7,7,7,7
1,4.733,28.811,29.945,15,7,6,7,7,7,7,6,6,7,7,7,7,7,7,7
1,17.828,80.839,81.812,16,6,6,5,6,6,6,7,3,7,5,7,6,7,6,7
1,9.654,49.789,50.367,17,6,5,6,5,7,7,7,7,7,7,6,7,4,7,7
1,3.982,23.328,24.261,15,7,6,6,6,6,6,6,6,6,6,6,6,6,6,7
1,5.356,32.808,33.482,15,5,5,4,5,2,5,3,6,6,5,3,5,6,5,7
1,4.717,60.857,62.273,20,5,5,5,5,3,6,4,5,3,4,5,5,6,5,7
1,2.684,33.501,34.454,21,4,2,2,2,4,4,4,4,4,4,2,6,4,4,7
1,129.315,146.196,147.797,15,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,3.477,41.282,42.593,18,6,6,5,4,6,6,6,6,5,4,5,5,5,6,7
1,5.129,85.145,86.594,17,7,7,7,7,7,6,7,7,6,7,6,7,7,7,7
1,4.228,38.88,40.621,17,6,6,6,7,5,7,7,3,5,6,4,4,7,6,7
1,9.209,40.696,42.231,15,5,5,3,5,3,6,4,6,5,2,5,6,6,4,7
1,2.159,45.332,48.066,18,5,6,6,6,6,6,4,6,5,7,6,6,6,6,7
1,3.1,44.03,44.736,15,5,6,4,5,5,5,7,2,3,6,6,5,5,5,7
1,3.945,51.629,53.21,47,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,7.506,43.918,44.811,15,7,5,6,7,5,6,2,5,6,7,6,6,6,5,7
1,8.948,29.485,31.086,15,5,4,4,6,5,5,5,5,6,6,4,5,6,5,7
1,2.957,18.853,19.625,15,7,7,6,6,7,6,6,7,6,7,6,6,7,7,7
1,8.072,39.965,43.246,15,7,4,7,6,6,4,7,5,5,7,4,5,5,5,7
1,17.129,49.837,51.722,20,6,6,6,6,6,5,5,7,7,5,6,6,6,5,7
1,6.241,39.513,40.396,19,6,6,6,6,6,5,7,5,6,6,5,6,5,5,7
1,5.065,19.712,20.977,16,4,4,3,4,3,4,4,3,5,5,3,5,4,5,7
1,9.817,48.475,50.794,15,5,3,3,3,5,3,5,5,5,3,3,3,5,5,7
1,20.696,80.103,81.031,15,6,6,6,6,6,6,4,6,6,6,6,6,6,6,7
1,4.445,26.854,27.637,17,7,6,6,6,6,7,6,6,7,6,6,6,7,6,7
1,10.064,210.488,211.186,45,5,5,5,5,3,5,4,4,5,6,5,5,6,4,7
1,4.575,40,41.182,15,6,3,3,6,4,5,6,4,3,6,3,6,7,5,7
1,1.787,11.611,12.302,15,6,6,7,6,7,7,6,6,5,6,5,6,7,7,7
1,6.279,40.141,40.926,52,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,3.332,34.822,35.928,16,5,4,4,4,4,6,5,4,6,5,5,5,5,5,7
1,6.267,49.706,50.524,19,5,5,5,2,6,4,5,6,7,5,5,5,3,7,7
1,12.568,527.296,528.519,78,5,3,4,7,2,6,6,7,4,6,7,6,7,6,7
1,15.203,54.811,55.933,15,7,4,6,6,3,6,5,5,3,7,6,6,6,5,7
1,11.383,48.969,49.936,15,7,5,5,5,5,3,5,7,5,6,6,3,4,6,7
1,7.376,43.073,45.106,16,6,5,5,6,6,5,6,5,6,6,6,6,5,6,7
1,2.794,27.173,29.321,16,4,6,4,5,5,6,6,6,6,6,6,4,5,5,7
1,3.865,32.633,34.616,15,6,5,7,5,5,5,5,5,6,5,6,3,3,5,7
1,4.485,45.902,47.573,15,7,4,1,7,1,7,7,7,6,7,7,7,1,6,7
1,4.703,40.74,41.793,19,4,4,5,7,4,4,4,5,5,4,5,4,5,4,7
1,6.508,41.749,45.922,15,6,5,7,7,7,7,7,5,7,7,7,6,6,5,7
1,14.337,70.365,78.427,16,7,4,3,7,5,4,7,4,5,7,5,5,5,5,7
1,3.882,34.749,35.43,16,6,6,6,6,6,6,5,5,6,6,7,7,7,6,7
1,2.838,35.006,36.778,18,6,6,6,5,5,5,6,6,5,7,5,6,6,6,7
1,18.932,59.368,59.877,15,7,5,6,7,6,4,5,4,6,7,6,5,5,6,7
1,2.425,17.206,18.426,17,6,6,6,5,5,5,4,5,3,5,6,6,5,6,7
1,1.753,13.529,32.856,15,6,6,6,5,5,5,6,6,6,5,6,6,6,7,7
1,2.462,28.247,29.539,24,6,7,6,6,7,5,6,6,6,6,5,6,5,5,7
1,12.521,48.652,49.466,16,7,7,7,7,3,7,7,6,7,6,7,7,7,7,7
1,8.579,50.789,52.178,18,5,5,4,5,3,4,4,6,5,5,6,4,5,4,7
1,5.825,27.179,27.535,16,6,6,7,7,6,6,5,5,7,7,6,5,7,6,7
1,23.245,62.229,70.862,15,5,6,7,6,7,5,6,6,6,5,7,5,6,7,7
1,8.825,36.894,37.743,19,6,7,4,6,6,6,5,6,7,5,6,5,7,6,7
1,1.783,11.493,14.53,15,6,6,6,5,5,6,5,6,5,5,6,6,6,7,6
1,2.801,47.449,49.337,18,5,6,6,5,6,5,6,6,6,6,6,6,7,6,7
1,0,0,45.958,0,5,3,5,5,5,5,4,5,5,5,2,5,3,5,7
1,8.542,82.678,84.062,16,6,6,4,7,5,4,7,3,5,7,4,7,5,6,7
1,6.251,63.78,64.586,37,6,5,5,5,6,4,6,4,6,5,4,6,4,5,7
1,1.112,62.492,63.066,80,5,5,6,6,5,6,4,6,4,5,5,6,4,6,7
1,1.692,27.596,30.514,24,4,4,2,4,2,3,4,3,3,5,6,4,2,5,5
1,53.427,204.963,209.987,23,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,2.993,29.896,31.059,15,6,5,2,3,1,4,6,7,7,4,2,2,1,5,7
1,2.432,34.493,39.768,22,6,6,5,6,5,6,5,5,3,5,4,3,7,5,7
1,4.916,49.469,51.308,18,7,4,7,7,7,6,7,6,6,6,7,7,5,7,7
1,28.895,79.103,80.251,15,6,6,6,6,6,6,6,6,6,6,6,7,6,6,7
1,3.485,42.589,44.442,18,7,2,7,7,7,7,5,2,7,4,7,4,1,7,7
1,4.484,27.842,28.539,15,6,7,6,5,7,7,6,7,7,6,5,6,6,6,7
1,5.688,52.45,53.984,17,7,7,7,7,7,7,6,7,7,7,7,6,7,7,7
1,2.493,20.196,21.45,20,6,6,5,5,5,4,5,5,4,5,3,4,7,5,7
1,2.129,19.465,20.432,16,7,6,7,6,6,6,6,7,6,7,6,6,6,6,7
1,1.823,32.411,33.666,42,6,7,6,6,6,6,6,6,6,6,6,6,6,6,7
1,5.03,103.512,104.436,18,6,6,7,6,7,6,6,6,6,7,7,5,6,6,7
1,6.776,6.776,430.046,1,6,5,6,4,5,5,5,5,5,4,5,4,7,5,7
1,5.848,64.596,65.653,15,6,4,5,3,5,5,6,3,7,6,3,3,2,5,7
1,5.488,66.338,67.876,17,6,4,6,5,6,5,5,5,4,6,6,6,4,6,7
1,2.298,83.967,84.819,69,5,4,3,3,3,3,7,3,3,6,4,6,3,5,7
1,1.69,10.051,10.59,15,6,5,4,5,6,5,6,5,4,6,6,6,6,5,6
1,3.894,41.983,42.825,18,7,7,1,7,7,7,7,7,7,6,7,7,7,7,7
1,10.071,37.592,38.527,17,5,7,6,6,6,6,6,6,6,6,5,6,7,6,7
1,6.769,99.177,105.322,91,7,6,6,6,7,7,6,4,5,7,5,5,5,6,7
1,9.834,28.833,32.156,15,6,7,7,5,7,6,6,6,6,7,6,7,6,6,7
1,3.739,38.394,39.491,18,7,6,2,6,6,6,6,6,6,6,6,6,7,5,7
1,7.16,47.222,48.761,17,6,7,6,7,6,7,6,6,5,5,6,5,5,6,7
1,0.819,17.891,18.564,52,5,5,5,4,5,5,5,5,6,7,4,5,5,6,7
1,10.043,33.418,34.22,18,4,4,4,4,3,4,3,5,4,4,4,4,3,4,7
1,5.814,78.133,80.661,17,5,3,5,6,6,5,4,5,6,6,3,5,5,4,7
1,10.839,66.267,68.419,16,7,5,6,3,6,6,7,4,5,7,4,7,6,6,7
1,11.991,101.015,102.003,38,5,4,6,4,3,4,2,3,5,5,5,6,4,5,7
1,4.008,50.4,51.302,17,7,5,6,5,6,4,6,5,5,6,3,7,4,6,7
1,8.148,24.132,29.05,22,4,4,6,5,4,6,3,2,4,2,7,6,4,7,7
1,5.781,36.616,37.725,16,6,5,5,6,6,6,5,6,6,5,5,6,6,6,7
1,2.879,58.784,60.214,16,6,6,6,7,6,6,5,6,7,6,6,7,7,5,7
1,5.581,40.955,42.102,15,5,2,4,4,4,5,5,3,6,6,4,4,5,6,7
1,3.156,178.766,179.936,60,5,6,6,5,5,5,5,5,5,5,5,5,6,5,7
1,110.113,362.767,364.066,15,7,3,5,7,7,7,7,7,5,7,7,7,5,7,7
1,4.234,23.104,32.845,16,6,5,6,5,5,6,6,6,6,6,6,5,7,5,7
1,4.674,35.775,37.067,18,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,22.378,78.337,79.447,16,6,6,6,6,6,6,6,6,6,5,6,5,6,6,7
1,16.503,63.823,64.611,52,6,4,6,4,5,6,5,6,6,6,4,6,7,5,7
1,10.162,46.483,47.393,18,5,6,6,5,5,5,5,5,5,6,6,5,6,5,7
1,7.584,39.961,40.921,15,5,5,2,5,3,5,3,4,5,5,3,3,4,4,7
1,4.99,72.22,74.4,23,6,5,5,4,3,6,5,5,5,4,5,5,6,4,7
1,4.123,45.231,46.771,19,2,1,1,1,4,1,1,1,4,2,1,1,3,2,7
1,6.73,43.906,44.533,16,6,7,6,6,5,6,6,6,4,6,7,6,7,6,7
1,6.988,57.211,59.673,58,6,6,6,5,6,6,6,6,6,6,4,6,6,6,7
1,11.19,47.975,50.82,31,5,6,4,4,6,5,4,5,6,5,4,4,5,6,7
1,2.682,64.65,70.784,15,6,6,6,6,5,6,6,7,7,6,6,6,7,6,7
1,4.427,57.678,59.362,19,7,7,5,5,6,7,6,6,5,6,2,6,6,7,7
1,9.059,41.032,41.715,15,7,7,6,7,5,6,6,5,5,6,6,5,7,6,7
1,25.964,43.952,45.882,15,4,5,5,5,3,5,5,3,3,4,6,4,6,4,4
1,34.672,173.457,184.733,20,4,6,5,6,5,6,6,6,6,6,6,6,7,6,7
1,9.973,42.861,45.921,16,5,6,5,5,6,5,6,6,7,6,5,6,6,6,7
1,4.07,61.834,63.222,18,5,6,5,6,5,5,5,5,6,6,6,5,6,5,7
1,2.634,42.757,43.526,27,6,7,6,6,6,6,6,6,6,5,6,6,6,6,7
1,4.804,27.253,30.437,16,6,6,6,5,6,6,6,7,6,6,3,5,6,6,7
1,9.376,560.372,561.273,18,7,7,4,7,6,7,6,6,7,6,5,7,7,5,7
1,15.596,88.02,91.016,17,5,5,4,5,5,5,5,5,4,5,5,5,4,5,7
1,16.967,189.625,191.752,19,5,6,6,7,4,6,6,4,4,5,6,6,6,5,7
1,6.031,24.044,26.545,16,7,7,7,5,7,7,7,6,7,5,7,7,7,7,7
1,21.657,122.948,138.324,17,7,6,6,6,6,6,6,6,7,6,6,6,6,6,7
1,2.477,31.372,35.483,17,5,5,6,4,6,7,7,7,5,6,5,7,4,7,7
1,3.988,116.717,118.251,16,5,4,3,4,5,5,4,5,5,4,5,5,4,6,7
1,10.719,200.657,201.406,16,5,5,6,4,5,4,5,4,6,5,4,5,6,5,7
1,15.775,71.416,75.92,17,6,6,2,4,3,6,4,6,6,4,6,5,6,5,7
1,21.412,97.92,99.062,17,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7
1,5.027,35.473,36.576,20,6,7,3,5,6,7,6,5,7,4,5,6,6,6,7
1,12.446,76.386,78.461,16,7,7,6,7,6,7,7,7,6,6,7,7,7,7,7
1,5.691,31.573,32.502,16,2,6,2,6,4,6,6,6,6,6,6,6,6,2,7
1,3.051,59.662,60.818,20,4,4,6,6,4,5,4,7,4,4,4,4,4,5,7
1,9.936,81.48,82.866,20,4,5,4,7,4,4,4,3,5,5,4,6,4,3,7
1,5.103,37.505,43.304,15,6,6,5,6,5,6,5,6,5,5,6,6,6,5,7
1,5.105,36.425,37.141,17,6,6,6,7,6,6,6,6,6,4,6,6,6,6,7
1,7.335,53.991,54.565,75,7,7,6,5,7,7,7,7,7,7,6,7,5,7,7
1,1.307,21.973,25.196,23,6,7,5,6,4,3,7,4,6,5,5,4,6,4,7
1,6.593,35.276,38.359,17,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7
1,84.086,291.208,318.294,16,7,7,6,4,6,6,7,6,7,7,6,7,7,6,7
1,4.336,37.957,39.825,18,6,6,4,6,4,6,7,6,6,7,6,6,6,5,7
1,11.772,64.709,67.194,18,7,7,4,7,6,4,7,5,6,7,6,7,5,6,7
1,5.078,90.74,91.563,94,7,5,4,3,5,4,4,4,5,3,3,7,2,4,7
1,6.346,16.518,20.102,19,4,3,4,4,4,3,4,3,4,4,4,4,3,4,4
1,3.053,44.73,46.149,16,7,7,7,5,7,6,5,6,6,6,5,7,7,6,7
1,3.293,29.323,30.767,17,7,7,7,6,7,7,7,6,7,7,7,7,5,7,7
1,7.446,32.43,33.528,15,5,6,6,4,6,6,6,5,7,7,5,4,6,4,7
1,7.669,49.777,50.539,19,6,3,4,4,3,4,5,6,2,4,4,3,1,5,7
1,6.795,73.448,74.351,72,7,7,6,4,6,7,6,7,6,6,2,7,7,5,7
1,2.775,130.131,131.72,46,5,5,5,5,5,6,6,5,6,5,5,5,4,5,7
1,45.853,86.004,86.976,17,4,4,5,5,3,4,4,5,5,5,5,5,5,5,7
1,10.563,53.553,54.24,16,5,5,4,7,5,6,7,7,5,5,7,7,7,7,7
1,5.465,18.296,18.963,15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,30.407,30.407,37.871,1,7,6,6,7,7,7,7,6,7,6,7,6,7,7,7
1,6.089,75.371,76.475,20,6,7,3,5,6,7,6,6,6,5,6,7,3,6,7
1,1.499,23.884,23.896,41,2,5,6,4,4,7,5,6,4,6,5,5,5,4,7
1,9.545,35.027,35.467,17,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7
1,4.223,31.93,34.358,15,4,3,5,4,5,3,5,5,5,3,3,5,3,3,7
1,4.099,37.596,39.235,15,6,7,6,5,7,6,6,6,6,7,6,7,6,6,7
1,3.752,46.102,46.626,19,6,4,6,3,5,6,5,6,5,6,5,6,5,5,7
1,4.527,59.756,60.255,20,6,7,4,3,5,6,3,2,5,6,5,5,4,5,7
1,3.465,35.558,37.174,19,7,7,6,7,5,7,6,6,5,7,7,6,7,6,7
1,26.94,67.725,68.353,16,6,6,6,6,4,6,6,5,5,6,5,5,5,5,7
1,3.011,16.96,19.396,21,3,1,3,5,5,4,5,5,6,4,4,5,3,4,4
1,89.622,131.19,131.989,17,7,6,6,7,6,7,7,6,5,7,7,7,7,7,7
1,9.077,19.957,23.654,16,6,6,5,5,7,7,6,6,5,6,6,7,7,6,5
1,11.941,21.205,30.613,15,6,6,6,7,6,7,6,7,6,6,7,5,7,5,7
1,12.218,48.033,51.45,16,5,5,5,6,5,2,5,5,3,5,3,2,4,5,7
1,2.021,25.17,26.216,27,7,6,7,7,6,7,7,6,7,6,6,6,7,6,6
1,4.367,20.143,21.09,17,7,7,7,7,6,7,6,7,6,6,7,7,7,7,7
1,3.553,15.337,16.421,15,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4
1,14.77,95.215,96.312,20,6,6,5,2,5,7,2,4,2,5,4,1,5,2,7
1,2.308,2.308,76.959,1,5,5,6,4,2,4,5,3,7,5,2,3,6,4,7
1,3.362,118.4,119.805,48,6,5,3,3,2,5,5,2,5,7,2,6,1,5,7
1,4.202,41.64,42.362,17,5,4,6,6,5,4,6,5,5,6,5,6,4,5,7
1,1.771,12.258,13.135,18,5,2,3,6,4,4,3,1,6,3,1,7,5,2,2
1,2.977,14.876,17.792,18,4,3,4,3,4,4,4,4,3,4,4,2,6,5,7
1,6.047,43.22,44.04,17,5,5,3,5,6,5,5,3,5,5,2,6,5,6,7
1,4.725,48.745,48.776,20,6,6,6,6,6,6,6,6,6,6,6,7,6,6,7
1,17.721,82.907,83.644,17,6,6,6,7,6,6,7,7,6,7,6,7,7,6,7
1,5.552,55.535,59.773,17,6,7,6,6,7,6,6,6,5,6,5,6,4,6,7
1,5.535,41.465,42.231,15,7,6,7,7,6,6,7,4,6,7,7,7,5,7,7
1,13.061,107.86,110.13,15,7,7,5,4,6,6,5,2,6,7,6,3,7,7,7
1,3.75,110.475,111.519,79,7,7,4,5,7,7,7,5,6,7,7,5,7,7,7
1,11.193,86.972,88.12,18,6,6,6,6,3,6,7,6,6,6,7,6,6,6,7
1,5.518,65.037,66.399,16,6,7,6,6,6,6,6,6,7,6,7,7,6,6,7
1,12.58,81.738,82.66,68,5,6,5,6,3,5,4,5,5,4,5,4,7,5,7
1,2.019,11.996,13.807,17,6,6,7,5,6,6,6,6,5,5,5,5,6,3,6
1,10.942,77.63,78.518,15,6,4,5,5,6,4,6,6,5,6,5,6,4,5,7
1,1.248,36.784,43.079,46,6,6,6,4,5,3,6,4,4,6,4,4,6,6,7
1,2.157,16.714,18.743,17,7,7,7,6,6,6,6,7,6,6,7,6,7,7,7
1,1.537,32.905,34.038,54,7,7,7,6,6,7,7,6,7,6,7,6,6,6,7
1,2.417,17.61,18.59,19,5,5,6,5,4,6,5,6,4,5,4,5,5,4,7
1,9.293,57.332,58.499,16,7,7,6,7,6,7,5,5,6,6,6,6,7,7,7
1,586.083,768.517,769.983,17,6,6,5,6,7,6,6,7,7,5,7,7,6,7,7
1,4.65,53.314,54.618,16,7,7,6,6,7,7,5,6,6,5,6,6,6,6,7
1,11.255,61.119,62.294,15,6,4,6,4,5,5,4,5,3,5,6,6,6,4,7
1,3.346,25.436,26.842,15,5,1,2,5,7,2,5,2,6,5,1,1,3,2,7
1,8.049,134.521,140.138,19,6,5,5,6,6,6,6,6,6,6,6,6,6,6,7
1,3.82,32.444,33.326,16,6,5,6,5,6,6,5,6,6,5,5,6,7,6,7
1,9.301,83.109,84.499,16,6,6,7,7,7,5,7,6,6,6,6,5,7,6,7
1,137.643,145.896,147.285,16,6,6,5,6,6,6,7,6,6,6,6,5,6,6,5
1,2.626,50.63,51.005,22,5,5,3,5,1,7,3,3,3,3,5,1,1,3,7
1,3.752,18.959,20.26,15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7
1,63.505,78.541,79.316,20,5,4,4,3,4,5,6,4,5,4,4,4,5,4,4
1,2.412,15.065,18.573,15,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7
1,7.248,50.241,51.103,18,5,7,6,7,6,6,6,7,6,4,6,6,5,6,7
1,2.944,47.135,48.035,23,6,6,6,4,5,5,6,6,5,5,4,6,6,5,7
1,3.697,46.819,48.079,17,6,6,5,5,6,5,5,5,5,5,5,6,6,6,7
1,4.922,30.108,31.375,16,6,7,6,6,7,7,7,7,6,7,7,7,7,7,7
1,8.474,45.832,47.081,15,5,5,5,4,4,4,5,4,5,6,5,5,4,4,7
1,3.387,18.694,19.091,48,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,8.022,35.172,36.87,15,6,7,6,6,6,6,6,6,6,6,7,6,6,6,7
1,5.318,45.146,46.944,15,6,7,4,7,4,6,6,5,7,6,4,7,7,5,7
1,1.778,54.25,56.516,17,7,6,6,6,6,6,6,6,6,6,6,7,6,6,7
1,1.812,51.773,53.158,18,5,2,2,3,3,6,6,2,5,6,3,5,4,6,7
1,3.122,20.129,22.689,28,4,3,3,3,3,5,4,4,4,3,4,5,4,4,3
1,2.647,26.448,28.117,16,6,7,6,6,6,6,6,4,6,7,6,5,7,6,7
1,1.657,16.092,19.319,32,4,5,3,4,4,2,4,4,4,3,4,5,4,4,7
1,8.367,39.467,40.345,18,6,6,5,6,5,5,5,7,6,7,6,7,6,7,7
1,14.476,73.609,74.966,18,6,3,6,4,6,5,6,3,5,6,5,7,5,6,7
1,7.853,39.855,40.59,44,5,5,4,6,5,5,6,5,5,5,5,6,4,6,7
